0,0.250553
1,0.249225
2,0.247845
3,0.24641
4,0.244921
5,0.243376
6,0.241773
7,0.240112
8,0.238392
9,0.236611
10,0.234769
11,0.232865
12,0.230899
13,0.22887
14,0.226778
15,0.224624
16,0.222407
17,0.220128
18,0.217787
19,0.215386
20,0.212927
21,0.21041
22,0.207837
23,0.205212
24,0.202537
25,0.199815
26,0.197049
27,0.194243
28,0.191403
29,0.188532
30,0.185636
31,0.182721
32,0.179793
33,0.176858
34,0.173923
35,0.170996
36,0.168084
37,0.165194
38,0.162336
39,0.159516
40,0.156744
41,0.154028
42,0.151376
43,0.148795
44,0.146295
45,0.143881
46,0.141562
47,0.139344
48,0.137231
49,0.13523
50,0.133345
51,0.131578
52,0.129932
53,0.128407
54,0.127005
55,0.125724
56,0.124562
57,0.123516
58,0.122581
59,0.121754
60,0.121027
61,0.120395
62,0.119851
63,0.119387
64,0.118995
65,0.118669
66,0.1184
67,0.118181
68,0.118004
69,0.117864
70,0.117754
71,0.117669
72,0.117603
73,0.117554
74,0.117516
75,0.117486
76,0.117464
77,0.117446
78,0.11743
79,0.117416
80,0.117402
81,0.117389
82,0.117374
83,0.117357
84,0.117338
85,0.117316
86,0.11729
87,0.11726
88,0.117223
89,0.11718
90,0.117127
91,0.117063
92,0.116984
93,0.116887
94,0.116766
95,0.116614
96,0.116422
97,0.116177
98,0.115862
99,0.115455
100,0.114923
101,0.114225
102,0.113303
103,0.11208
104,0.110456
105,0.108303
106,0.105472
107,0.101803
108,0.0971699
109,0.0915506
110,0.085128
111,0.078376
112,0.0720325
113,0.0668705
114,0.0633329
115,0.0613203
116,0.0603512
117,0.0599174
118,0.0596956
119,0.0595408
120,0.0594037
121,0.0592707
122,0.0591386
123,0.0590083
124,0.0589081
125,0.0589081
126,0.0589081
127,0.0588832
128,0.0588832
129,0.0588085
130,0.0587491
131,0.0586974
132,0.0586533
133,0.0586232
134,0.0586232
135,0.0585337
136,0.0584746
137,0.0584233
138,0.0583736
139,0.0583238
140,0.0582736
141,0.0582241
142,0.0581793
143,0.0581515
144,0.0581515
145,0.0580851
146,0.0580303
147,0.0579805
148,0.057935
149,0.0578975
150,0.057881
151,0.057881
152,0.0577891
153,0.0577254
154,0.0576706
155,0.0576188
156,0.0575688
157,0.0575229
158,0.0574891
159,0.0574891
160,0.0574097
161,0.0573495
162,0.0572939
163,0.0572388
164,0.0571831
165,0.0571275
166,0.0570755
167,0.0570386
168,0.0570386
169,0.0569582
170,0.056892
171,0.0568297
172,0.0567688
173,0.0567099
174,0.0566588
175,0.0566318
176,0.0566318
177,0.0565254
178,0.0564443
179,0.0563717
180,0.0563018
181,0.0562351
182,0.0561769
183,0.056146
184,0.056146
185,0.0560174
186,0.0559233
187,0.0558384
188,0.0557561
189,0.0556748
190,0.0555987
191,0.05554
192,0.0555396
193,0.0555396
194,0.0553717
195,0.0552516
196,0.0551478
197,0.0550573
198,0.054984
199,0.0549577
200,0.0549577
201,0.054732
202,0.0545875
203,0.054463
204,0.0543435
205,0.054223
206,0.0541027
207,0.053989
208,0.0539063
209,0.0539063
210,0.0537131
211,0.0535585
212,0.0534114
213,0.0532643
214,0.053115
215,0.0529697
216,0.0528452
217,0.0528003
218,0.0528003
219,0.0525284
220,0.0523215
221,0.0521337
222,0.0519618
223,0.0518103
224,0.0517229
225,0.0517229
226,0.0513591
227,0.0511115
228,0.0508892
229,0.050671
230,0.0504475
231,0.0502199
232,0.0499957
233,0.0498053
234,0.0497312
235,0.0497312
236,0.0493506
237,0.0490408
238,0.0487714
239,0.0485233
240,0.0483291
241,0.0482483
242,0.0482483
243,0.0476734
244,0.0472811
245,0.0469524
246,0.0466355
247,0.046323
248,0.0460139
249,0.0457339
250,0.0455408
251,0.0455408
252,0.0450398
253,0.0446426
254,0.044282
255,0.0439263
256,0.0435754
257,0.0432368
258,0.0429557
259,0.0428377
260,0.0428377
261,0.0422332
262,0.0417656
263,0.0413647
264,0.0409882
265,0.0406543
266,0.0403946
267,0.0403599
268,0.0403599
269,0.0395517
270,0.0390344
271,0.0385959
272,0.0381997
273,0.0378252
274,0.0374998
275,0.0372749
276,0.0372749
277,0.0366382
278,0.0361824
279,0.0357859
280,0.0354023
281,0.0350229
282,0.0346462
283,0.0342881
284,0.0339844
285,0.0338564
286,0.0338564
287,0.0332966
288,0.032879
289,0.0325116
290,0.0321903
291,0.0319225
292,0.0317882
293,0.0317882
294,0.0311459
295,0.03074
296,0.0303983
297,0.0300808
298,0.0297721
299,0.0294746
300,0.0291994
301,0.0289881
302,0.0289475
303,0.0289475
304,0.0284808
305,0.0281379
306,0.0278619
307,0.0276288
308,0.0274659
309,0.0274355
310,0.0274355
311,0.0268767
312,0.0265406
313,0.0262815
314,0.0260495
315,0.0258344
316,0.0256367
317,0.0254759
318,0.0254017
319,0.0254017
320,0.0250615
321,0.024823
322,0.0246237
323,0.024442
324,0.0242769
325,0.0241378
326,0.0240609
327,0.0240609
328,0.0237813
329,0.0235904
330,0.0234279
331,0.0232775
332,0.0231349
333,0.0230045
334,0.0229001
335,0.0228649
336,0.0228649
337,0.0226415
338,0.0224845
339,0.0223535
340,0.0222388
341,0.0221425
342,0.0220826
343,0.0220826
344,0.0218848
345,0.0217567
346,0.0216487
347,0.0215474
348,0.0214489
349,0.0213532
350,0.0212637
351,0.0211904
352,0.0211634
353,0.0211634
354,0.0210314
355,0.0209327
356,0.0208502
357,0.0207814
358,0.0207341
359,0.0207341
360,0.0205965
361,0.0205109
362,0.0204389
363,0.0203706
364,0.0203033
365,0.0202363
366,0.0201705
367,0.0201083
368,0.0200577
369,0.0200423
370,0.0200423
371,0.0199608
372,0.0198985
373,0.019849
374,0.019815
375,0.0198119
376,0.0198119
377,0.0196857
378,0.019614
379,0.0195591
380,0.0195106
381,0.0194655
382,0.0194243
383,0.0193906
384,0.0193759
385,0.0193759
386,0.0193046
387,0.0192549
388,0.0192131
389,0.0191753
390,0.0191413
391,0.0191141
392,0.0191029
393,0.0191029
394,0.0190401
395,0.0189978
396,0.0189627
397,0.0189309
398,0.0189018
399,0.0188771
400,0.0188625
401,0.0188625
402,0.0188148
403,0.0187817
404,0.0187534
405,0.018727
406,0.0187019
407,0.0186787
408,0.01866
409,0.0186532
410,0.0186532
411,0.0186147
412,0.0185872
413,0.0185642
414,0.018544
415,0.0185273
416,0.0185176
417,0.0185176
418,0.0184817
419,0.0184585
420,0.018439
421,0.0184209
422,0.0184034
423,0.0183865
424,0.018371
425,0.0183593
426,0.0183581
427,0.0183581
428,0.0183325
429,0.0183141
430,0.0182994
431,0.0182881
432,0.0182821
433,0.0182821
434,0.0182528
435,0.018236
436,0.0182225
437,0.01821
438,0.0181978
439,0.0181859
440,0.0181743
441,0.0181638
442,0.0181563
443,0.0181563
444,0.018142
445,0.0181304
446,0.0181199
447,0.0181101
448,0.018101
449,0.0180937
450,0.0180907
451,0.0180907
452,0.0180749
453,0.0180638
454,0.0180544
455,0.0180459
456,0.0180384
457,0.0180326
458,0.0180309
459,0.0180309
460,0.0180155
461,0.0180054
462,0.0179971
463,0.0179896
464,0.0179827
465,0.017977
466,0.0179738
467,0.0179738
468,0.0179617
469,0.0179535
470,0.0179464
471,0.0179398
472,0.0179334
473,0.0179274
474,0.0179223
475,0.0179197
476,0.0179197
477,0.0179101
478,0.017903
479,0.0178968
480,0.017891
481,0.0178859
482,0.0178817
483,0.0178803
484,0.0178803
485,0.0178701
486,0.0178631
487,0.0178573
488,0.017852
489,0.017847
490,0.0178428
491,0.0178404
